"project_id";"project_name";"app_id";"app_name";"first_seen_at";"last_seen_at";"last_seen_app_version";"last_seen_ip_country";"last_seen_platform";"last_seen_platform_version";"last_seen_sdk_version";"last_seen_locale";"price_experiment_id";"price_experiment_variant";"email";"phone_number";"media_source";"campaign";"ad_group";"ad";"keyword";"creative";"idfa";"idfv";"gps_ad_id";"custom_attributes";"has_made_sandbox_purchase";"latest_entitlement";"latest_entitlements";"latest_product";"is_rc_promo";"first_purchase_at";"trial_start_at";"trial_end_at";"most_recent_purchase_at";"most_recent_renewal_at";"latest_expiration_at";"subscription_opt_out_at";"trial_opt_out_at";"total_renewals";"total_spent";"latest_store";"latest_store_country";"latest_auto_renew_intent";"all_purchased_product_ids";"most_recent_billing_issues_at";"status";"has_made_a_non_subscription_purchase";"latest_offer";"latest_offer_type";"latest_purchased_offering";"latest_ownership_type";"app_user_id";"currency"
"6b03983e";"Outfinder";"app146238de92";"Outfinder (App Store) (App Store)";1775498906642;1775677526000;"1.1.0";"DE";"iOS";"Version 26.0 (Build 23A341)";"5.65.0";"es-ES,es;q=0.9";;;;;;;;;;;;;;;"f";;"outfinder_premium";"outfinder_premium_lifetime";false;1775503675000;;;1775503675000;;;;;0;1.139469973815210;"app_store";"ES";"f";"outfinder_premium_lifetime";;;"t";;"no_offer";"default";"PURCHASED";"$RCAnonymousID:6c7fad16705143dc83242a7266ebb39d";"USD"
"6b03983e";"Outfinder";"app146238de92";"Outfinder (App Store) (App Store)";1775659357488;1776175073000;"1.2.0";"MX";"iOS";"Version 26.3.1 (a) (Build 23D771330a)";"5.65.0";"es-US,es-419;q=0.9,es;q=0.8";;;;;;;;;;;;;;;"f";;"outfinder_premium";"outfinder_premium_lifetime";false;1775663229000;;;1775663229000;;;;;0;1.084568114131272;"app_store";"MX";"f";"outfinder_premium_lifetime";;;"t";;"no_offer";"default";"PURCHASED";"$RCAnonymousID:aa68a3acb5b647b88e29d6948911bd15";"USD"
